Point_Index,StraightPath_Length,GyroPath_Length,GyroPath_Perc,CLR_Alpha,CLR_Gamma,Left_CLR_Alpha,Left_CLR_Gamma,Right_CLR_Alpha,Right_CLR_Gamma,DiegoPath_Length,DiegoPath_Perc
78,237.008439,0.000000,0.000000,0,0,0,0,0,0,236.414214,99.749281
79,236.008474,0.000000,0.000000,0,0,0,0,0,0,235.414214,99.748204
80,235.008510,0.000000,0.000000,0,0,0,0,0,0,234.414214,99.747117
81,234.008547,0.000000,0.000000,0,0,0,0,0,0,233.414214,99.746021
82,233.008584,0.000000,0.000000,0,0,0,0,0,0,232.414214,99.744915
83,232.008621,0.000000,0.000000,0,0,0,0,0,0,231.414214,99.743800
84,231.008658,0.000000,0.000000,0,0,0,0,0,0,230.414214,99.742674
85,230.008695,0.000000,0.000000,0,0,0,0,0,0,229.414214,99.741539
86,229.008733,0.000000,0.000000,0,0,0,0,0,0,228.414214,99.740394
87,228.008772,0.000000,0.000000,0,0,0,0,0,0,227.414214,99.739239
88,227.019823,0.000000,0.000000,0,0,0,0,0,0,226.828427,99.915692
89,226.035395,0.000000,0.000000,0,0,0,0,0,0,226.242641,100.091687
90,225.035553,0.000000,0.000000,0,0,0,0,0,0,225.242641,100.092025
91,224.035711,0.000000,0.000000,0,0,0,0,0,0,224.242641,100.092364
92,223.035872,0.000000,0.000000,0,0,0,0,0,0,223.242641,100.092707
93,222.036033,0.000000,0.000000,0,0,0,0,0,0,222.242641,100.093051
94,221.036196,0.000000,0.000000,0,0,0,0,0,0,221.242641,100.093399
95,220.036361,0.000000,0.000000,0,0,0,0,0,0,220.242641,100.093748
96,219.036527,0.000000,0.000000,0,0,0,0,0,0,219.242641,100.094100
97,218.036694,0.000000,0.000000,0,0,0,0,0,0,218.242641,100.094455
98,217.057596,0.000000,0.000000,0,0,0,0,0,0,217.656854,100.276083
99,216.083317,0.000000,0.000000,0,0,0,0,0,0,217.071068,100.457116
100,215.083705,0.000000,0.000000,0,0,0,0,0,0,216.071068,100.459060
101,214.084096,0.000000,0.000000,0,0,0,0,0,0,215.071068,100.461021
102,213.084490,0.000000,0.000000,0,0,0,0,0,0,214.071068,100.462998
103,212.084889,0.000000,0.000000,0,0,0,0,0,0,213.071068,100.464993
104,211.085291,0.000000,0.000000,0,0,0,0,0,0,212.071068,100.467004
105,210.085697,0.000000,0.000000,0,0,0,0,0,0,211.071068,100.469033
106,209.086107,0.000000,0.000000,0,0,0,0,0,0,210.071068,100.471079
107,208.117755,0.000000,0.000000,0,0,0,0,0,0,209.485281,100.657093
108,208.153789,0.000000,0.000000,0,0,0,0,0,0,209.899495,100.838661
109,207.154532,0.000000,0.000000,0,0,0,0,0,0,208.899495,100.842349
110,206.155281,0.000000,0.000000,0,0,0,0,0,0,207.899495,100.846068
111,205.156038,0.000000,0.000000,0,0,0,0,0,0,206.899495,100.849820
112,204.156802,0.000000,0.000000,0,0,0,0,0,0,205.899495,100.853605
113,203.157574,0.000000,0.000000,0,0,0,0,0,0,204.899495,100.857423
114,202.158354,0.000000,0.000000,0,0,0,0,0,0,203.899495,100.861276
115,201.159141,0.000000,0.000000,0,0,0,0,0,0,202.899495,100.865163
116,200.159936,0.000000,0.000000,0,0,0,0,0,0,201.899495,100.869084
117,199.160739,0.000000,0.000000,0,0,0,0,0,0,200.899495,100.873041
118,198.204440,0.000000,0.000000,0,0,0,0,0,0,200.313708,101.064188
119,197.205477,0.000000,0.000000,0,0,0,0,0,0,199.313708,101.069053
120,196.254936,0.000000,0.000000,0,0,0,0,0,0,198.727922,101.260088
121,195.310010,0.000000,0.000000,0,0,0,0,0,0,198.142136,101.450067
122,194.370780,0.000000,0.000000,0,0,0,0,0,0,197.556349,101.638914
123,193.372697,0.000000,0.000000,0,0,0,0,0,0,196.556349,101.646381
124,192.439601,0.000000,0.000000,0,0,0,0,0,0,195.970563,101.834842
125,191.441897,0.000000,0.000000,0,0,0,0,0,0,194.970563,101.843204
126,190.444218,0.000000,0.000000,0,0,0,0,0,0,193.970563,101.851642
127,189.517809,0.000000,0.000000,0,0,0,0,0,0,193.384776,102.040424
128,188.520556,0.000000,0.000000,0,0,0,0,0,0,192.384776,102.049761
129,187.523332,0.000000,0.000000,0,0,0,0,0,0,191.384776,102.059181
130,186.526138,0.000000,0.000000,0,0,0,0,0,0,190.384776,102.068685
131,185.607112,0.000000,0.000000,0,0,0,0,0,0,189.798990,102.258468
132,184.610401,0.000000,0.000000,0,0,0,0,0,0,188.798990,102.268880
133,183.613725,0.000000,0.000000,0,0,0,0,0,0,187.798990,102.279386
134,182.701943,0.000000,0.000000,0,0,0,0,0,0,187.213203,102.469191
135,181.705806,0.000000,0.000000,0,0,0,0,0,0,186.213203,102.480602
136,180.709712,0.000000,0.000000,0,0,0,0,0,0,185.213203,102.492114
137,179.713661,0.000000,0.000000,0,0,0,0,0,0,184.213203,102.503729
138,178.717654,0.000000,0.000000,0,0,0,0,0,0,183.213203,102.515448
139,177.721693,0.000000,0.000000,0,0,0,0,0,0,182.213203,102.527272
140,176.725776,0.000000,0.000000,0,0,0,0,0,0,181.213203,102.539204
141,175.823775,0.000000,0.000000,0,0,0,0,0,0,180.627417,102.732077
142,174.828487,0.000000,0.000000,0,0,0,0,0,0,179.627417,102.744936
143,173.933895,0.000000,0.000000,0,0,0,0,0,0,179.041631,102.936596
144,173.046237,0.000000,0.000000,0,0,0,0,0,0,178.455844,103.126105
145,172.052318,0.000000,0.000000,0,0,0,0,0,0,177.455844,103.140630
146,171.058470,0.000000,0.000000,0,0,0,0,0,0,176.455844,103.155281
147,170.064694,0.000000,0.000000,0,0,0,0,0,0,175.455844,103.170059
148,169.186288,0.000000,0.000000,0,0,0,0,0,0,174.870058,103.359474
149,169.307413,0.000000,0.000000,0,0,0,0,0,0,175.284271,103.530181
150,168.442869,0.000000,0.000000,0,0,0,0,0,0,174.698485,103.713791
151,168.576392,0.000000,0.000000,0,0,0,0,0,0,175.112698,103.877356
152,167.585799,0.000000,0.000000,0,0,0,0,0,0,174.112698,103.894661
153,166.595318,0.000000,0.000000,0,0,0,0,0,0,173.112698,103.912103
154,165.604952,0.000000,0.000000,0,0,0,0,0,0,172.112698,103.929681
155,164.614702,0.000000,0.000000,0,0,0,0,0,0,171.112698,103.947398
156,163.624570,0.000000,0.000000,0,0,0,0,0,0,170.112698,103.965253
157,162.778991,0.000000,0.000000,0,0,0,0,0,0,169.526912,104.145449
158,161.789987,0.000000,0.000000,0,0,0,0,0,0,168.526912,104.163994
159,160.953409,0.000000,0.000000,0,0,0,0,0,0,167.941125,104.341453
160,159.965621,0.000000,0.000000,0,0,0,0,0,0,166.941125,104.360627
161,159.138305,0.000000,0.000000,0,0,0,0,0,0,166.355339,104.535071
162,158.151826,0.000000,0.000000,0,0,0,0,0,0,165.355339,104.554809
163,157.334040,0.000000,0.000000,0,0,0,0,0,0,164.769553,104.725940
164,157.508730,0.000000,0.000000,0,0,0,0,0,0,165.183766,104.872769
165,156.524758,0.000000,0.000000,0,0,0,0,0,0,164.183766,104.893161
166,155.540991,0.000000,0.000000,0,0,0,0,0,0,163.183766,104.913672
167,154.741720,0.000000,0.000000,0,0,0,0,0,0,162.597980,105.077014
168,153.759553,0.000000,0.000000,0,0,0,0,0,0,161.597980,105.097847
169,152.777616,0.000000,0.000000,0,0,0,0,0,0,160.597980,105.118789
170,151.990131,0.000000,0.000000,0,0,0,0,0,0,160.012193,105.278015
171,151.009933,0.000000,0.000000,0,0,0,0,0,0,159.012193,105.299161
172,150.029997,0.000000,0.000000,0,0,0,0,0,0,158.012193,105.320400
173,149.050327,0.000000,0.000000,0,0,0,0,0,0,157.012193,105.341730
174,148.070929,0.000000,0.000000,0,0,0,0,0,0,156.012193,105.363149
175,147.091808,0.000000,0.000000,0,0,0,0,0,0,155.012193,105.384654
176,146.321564,0.000000,0.000000,0,0,0,0,0,0,154.426407,105.539063
177,145.560984,0.000000,0.000000,0,0,0,0,0,0,153.840620,105.688088
178,145.784087,0.000000,0.000000,0,0,0,0,0,0,154.254834,105.810474
179,144.810221,0.000000,0.000000,0,0,0,0,0,0,153.254834,105.831504
180,144.069428,0.000000,0.000000,0,0,0,0,0,0,152.669048,105.969080
181,143.097869,0.000000,0.000000,0,0,0,0,0,0,151.669048,105.989732
182,142.126704,0.000000,0.000000,0,0,0,0,0,0,150.669048,106.010372
183,141.155942,0.000000,0.000000,0,0,0,0,0,0,149.669048,106.030993
184,140.185591,0.000000,0.000000,0,0,0,0,0,0,148.669048,106.051589
185,139.215660,0.000000,0.000000,0,0,0,0,0,0,147.669048,106.072153
186,138.246157,0.000000,0.000000,0,0,0,0,0,0,146.669048,106.092676
187,137.528179,0.000000,0.000000,0,0,0,0,0,0,146.083261,106.220603
188,136.821051,0.000000,0.000000,0,0,0,0,0,0,145.497475,106.341439
189,135.856542,0.000000,0.000000,0,0,0,0,0,0,144.497475,106.360336
190,134.892550,0.000000,0.000000,0,0,0,0,0,0,143.497475,106.379096
