Point_Index,StraightPath_Length,GyroPath_Length,GyroPath_Perc,CLR_Alpha,CLR_Gamma,Left_CLR_Alpha,Left_CLR_Gamma,Right_CLR_Alpha,Right_CLR_Gamma,DiegoPath_Length,DiegoPath_Perc,DiegoPath_Pink
65,390.252482,0.000000,0.000000,0,0,0,0,0,0,409.440692,104.916871,0
66,389.666524,0.000000,0.000000,0,0,0,0,0,0,409.026479,104.968339,0
67,389.082254,0.000000,0.000000,0,0,0,0,0,0,408.612265,105.019507,1
68,389.313498,0.000000,0.000000,0,0,0,0,0,0,409.198052,105.107594,0
69,388.733842,0.000000,0.000000,0,0,0,0,0,0,408.783838,105.157770,1
70,388.155897,0.000000,0.000000,0,0,0,0,0,0,408.369624,105.207631,0
71,388.397992,0.000000,0.000000,0,0,0,0,0,0,408.955411,105.292875,1
72,387.824703,0.000000,0.000000,0,0,0,0,0,0,408.541197,105.341716,1
73,387.253147,0.000000,0.000000,0,0,0,0,0,0,408.126984,105.390230,1
74,387.506129,0.000000,0.000000,0,0,0,0,0,0,408.712770,105.472595,0
75,387.764104,0.000000,0.000000,0,0,0,0,0,0,409.298557,105.553493,0
76,387.200207,0.000000,0.000000,0,0,0,0,0,0,408.884343,105.600239,0
77,387.466128,0.000000,0.000000,0,0,0,0,0,0,409.470129,105.678949,1
78,387.737024,0.000000,0.000000,0,0,0,0,0,0,410.055916,105.756193,0
79,387.180836,0.000000,0.000000,0,0,0,0,0,0,409.641702,105.801131,0
80,387.459675,0.000000,0.000000,0,0,0,0,0,0,410.227489,105.876176,0
81,387.743472,0.000000,0.000000,0,0,0,0,0,0,410.813275,105.949759,0
82,388.579464,0.000000,0.000000,0,0,0,0,0,0,411.813275,105.979166,0
83,388.870158,0.000000,0.000000,0,0,0,0,0,0,412.399062,106.050581,0
84,389.165774,0.000000,0.000000,0,0,0,0,0,0,412.984848,106.120547,0
85,389.466301,0.000000,0.000000,0,0,0,0,0,0,413.570635,106.189068,0
86,389.771728,0.000000,0.000000,0,0,0,0,0,0,414.156421,106.256147,0
87,390.082043,0.000000,0.000000,0,0,0,0,0,0,414.742207,106.321789,0
88,390.397234,0.000000,0.000000,0,0,0,0,0,0,415.327994,106.385998,0
89,390.717289,0.000000,0.000000,0,0,0,0,0,0,415.913780,106.448778,0
90,391.567363,0.000000,0.000000,0,0,0,0,0,0,416.913780,106.473067,0
91,391.894118,0.000000,0.000000,0,0,0,0,0,0,417.499567,106.533767,0
92,392.225700,0.000000,0.000000,0,0,0,0,0,0,418.085353,106.593054,0
93,392.562097,0.000000,0.000000,0,0,0,0,0,0,418.671140,106.650933,0
94,393.418352,0.000000,0.000000,0,0,0,0,0,0,419.671140,106.672995,0
95,393.761349,0.000000,0.000000,0,0,0,0,0,0,420.256926,106.728841,0
96,394.109122,0.000000,0.000000,0,0,0,0,0,0,420.842712,106.783297,0
97,394.461658,0.000000,0.000000,0,0,0,0,0,0,421.428499,106.836365,0
98,394.818946,0.000000,0.000000,0,0,0,0,0,0,422.014285,106.888053,0
99,395.180971,0.000000,0.000000,0,0,0,0,0,0,422.600072,106.938366,0
100,395.547722,0.000000,0.000000,0,0,0,0,0,0,423.185858,106.987308,0
101,396.415186,0.000000,0.000000,0,0,0,0,0,0,424.185858,107.005451,0
102,396.788357,0.000000,0.000000,0,0,0,0,0,0,424.771645,107.052447,0
103,397.166212,0.000000,0.000000,0,0,0,0,0,0,425.357431,107.098091,1
104,397.548739,0.000000,0.000000,0,0,0,0,0,0,425.943218,107.142389,0
105,397.935924,0.000000,0.000000,0,0,0,0,0,0,426.529004,107.185348,1
106,398.327754,0.000000,0.000000,0,0,0,0,0,0,427.114790,107.226972,0
107,397.846704,0.000000,0.000000,0,0,0,0,0,0,426.700577,107.252510,0
108,398.246155,0.000000,0.000000,0,0,0,0,0,0,427.286363,107.292025,1
109,398.650223,0.000000,0.000000,0,0,0,0,0,0,427.872150,107.330217,0
110,399.058893,0.000000,0.000000,0,0,0,0,0,0,428.457936,107.367094,0
111,399.472152,0.000000,0.000000,0,0,0,0,0,0,429.043723,107.402661,0
112,399.005012,0.000000,0.000000,0,0,0,0,0,0,428.629509,107.424593,0
113,398.539835,0.000000,0.000000,0,0,0,0,0,0,428.215295,107.446046,1
114,398.963657,0.000000,0.000000,0,0,0,0,0,0,428.801082,107.478732,0
115,398.503450,0.000000,0.000000,0,0,0,0,0,0,428.386868,107.498911,0
116,398.934832,0.000000,0.000000,0,0,0,0,0,0,428.972655,107.529506,1
117,399.370755,0.000000,0.000000,0,0,0,0,0,0,429.558441,107.558812,0
118,399.811205,0.000000,0.000000,0,0,0,0,0,0,430.144228,107.586836,1
119,399.361991,0.000000,0.000000,0,0,0,0,0,0,429.730014,107.604134,0
120,398.914778,0.000000,0.000000,0,0,0,0,0,0,429.315801,107.620932,0
121,398.469572,0.000000,0.000000,0,0,0,0,0,0,428.901587,107.637224,1
122,398.923552,0.000000,0.000000,0,0,0,0,0,0,429.487373,107.661574,0
123,399.382023,0.000000,0.000000,0,0,0,0,0,0,430.073160,107.684657,0
